action,appPackage,category,contactSignificantContext,numberUpdates,p1,p2,p3,p4,p5,p6,posted,postedDayOfWeek,postedTimeOfDay,priority,removed,response,subject
1,com.whatsapp,unknown,False,6,-0.300669,1.8329191999999999,0.6127619000000001,-0.45480523,0.62499577,-0.7532981,1530480000000.0,Fri,evening,0,1530480000000.0,medium,unknown
1,com.whatsapp,unknown,True,4,-1.2345786,1.4775738,0.46987534,-0.684415,0.01904155,-0.03280163,1530480000000.0,Fri,evening,1,1530480000000.0,short,unknown
1,com.whatsapp,unknown,False,12,0.59351957,0.565198,-0.57908666,0.16478725,-0.005908269,-0.12586808,1530480000000.0,Fri,evening,0,1530480000000.0,medium,unknown
1,com.whatsapp,unknown,False,15,1.3622931999999999,0.88374513,0.28979996,0.57819945,-0.49964193,-0.5801063,1530480000000.0,Fri,evening,0,1530480000000.0,short,unknown
1,com.whatsapp,unknown,False,5,-0.8010911000000001,1.5291989,1.1964757,-0.15289149999999999,-0.14625129,-0.7266816999999999,1530480000000.0,Fri,evening,0,1530480000000.0,short,unknown
0,com.bskyb.sportnews,unknown,False,8,-0.68585473,0.6608970000000001,0.25075662,-0.9264658000000001,-0.16206741,1.4270037,1530480000000.0,Fri,evening,0,1530480000000.0,medium,unknown
1,com.whatsapp,unknown,False,5,0.9680755999999999,-1.0947216999999998,-0.9307285,0.6334779,0.5107552,1.3029231000000001,1530510000000.0,Sat,morn,0,1530510000000.0,medium,unknown
1,com.whatsapp,unknown,False,10,0.75069153,-0.13465792,0.27565209999999996,0.31477943,0.7864748,0.89035463,1530510000000.0,Sat,morn,0,1530510000000.0,medium,unknown
1,com.whatsapp,unknown,False,16,2.1907527,0.580709,-0.17858039999999994,0.3180875,0.15388864,0.82976377,1530510000000.0,Sat,morn,0,1530510000000.0,medium,unknown
1,com.whatsapp,msg,False,1,0.83284885,-0.8456978,0.61589724,0.79431695,1.0772511999999999,0.7597775999999999,1530510000000.0,Sat,morn,1,1530520000000.0,medium,unknown
1,com.whatsapp,unknown,True,10,0.96948624,0.028671315,-0.6170770999999999,0.6399100999999999,0.72379816,2.0856037,1530510000000.0,Sat,morn,0,1530520000000.0,medium,unknown
1,com.whatsapp,unknown,False,8,0.60583764,-0.45394343,0.57622665,0.80103785,1.5112811000000002,1.5937728,1530520000000.0,Sat,morn,0,1530520000000.0,medium,unknown
1,com.whatsapp,msg,False,7,-0.8877520000000001,0.8068916,0.4443364000000001,0.40874340000000003,1.4321979,1.0476594000000001,1530520000000.0,Sat,morn,1,1530520000000.0,medium,unknown
1,com.whatsapp,unknown,True,13,0.8527302999999999,-0.38330692,-0.33604613,1.1160362,-0.07519123,1.0776783,1530520000000.0,Sat,morn,1,1530520000000.0,medium,unknown
1,com.whatsapp,unknown,False,8,2.3888173,-0.8213587,-0.5251760999999999,1.401438,-0.5279735,-0.46890017,1530520000000.0,Sat,morn,0,1530520000000.0,short,unknown
1,com.whatsapp,unknown,False,9,0.0050828670000000005,0.31209835,-0.0419913,-0.012546957,0.79869753,1.4625219999999999,1530520000000.0,Sat,morn,0,1530520000000.0,short,unknown
0,com.google.android.googlequicksearchbox,unknown,False,1,0.39419216,0.2733465,0.14590934,-0.5707121999999999,-0.13666457,0.99594223,1530520000000.0,Sat,morn,0,1530520000000.0,short,unknown
1,com.google.android.googlequicksearchbox,unknown,False,16,1.8850106,0.9716662,0.6965308000000001,-0.48647597,0.8829447,2.4188788,1530520000000.0,Sat,morn,0,1530520000000.0,short,unknown
1,com.whatsapp,msg,False,4,-0.6105954,0.57346445,0.2235435,0.49558014,1.218854,1.1563773000000002,1530520000000.0,Sat,morn,1,1530520000000.0,medium,unknown
0,com.whatsapp,unknown,False,1,1.7081379,-0.6020613,0.4981634,0.5652883000000001,0.22237149,0.17533907,1530520000000.0,Sat,morn,0,1530520000000.0,immediate,unknown
1,com.whatsapp,msg,False,7,-0.052864812000000004,0.28539678,0.48981499999999994,0.34342474,1.0597489,1.2673997,1530520000000.0,Sat,morn,1,1530520000000.0,medium,unknown
0,com.google.android.googlequicksearchbox,unknown,False,8,0.9450984,0.7760746999999999,-0.014418373,-0.4185149,-0.17897242,1.202124,1530520000000.0,Sat,morn,0,1530520000000.0,immediate,unknown
1,com.whatsapp,msg,False,10,1.8364737000000002,0.01951737,1.0761416000000001,0.20723587,0.92704266,1.0625479,1530520000000.0,Sat,morn,0,1530520000000.0,medium,unknown
1,com.whatsapp,unknown,False,11,0.08531905,-0.5283432,-0.70095086,1.1662823999999998,1.2711282,1.4280455,1530530000000.0,Sat,morn,2,1530530000000.0,medium,unknown
1,com.whatsapp,unknown,False,11,1.5149853000000002,-0.05961833,-0.76450354,0.6183338,0.78479546,2.4268353,1530530000000.0,Sat,morn,0,1530530000000.0,medium,unknown
1,com.whatsapp,msg,False,1,-0.13751684,0.25938082,-0.5138656,0.47212523,0.68753636,1.3430132,1530530000000.0,Sat,morn,1,1530530000000.0,medium,unknown
0,com.google.android.googlequicksearchbox,unknown,False,2,1.7058942,0.65817875,1.1706647,-0.34886593,-0.25170818,0.49067536,1530530000000.0,Sat,morn,0,1530530000000.0,short,unknown
1,com.whatsapp,unknown,True,13,2.4300878,0.07642413,-1.0299844,0.5719626999999999,0.30843267,1.7201768,1530530000000.0,Sat,morn,0,1530530000000.0,medium,unknown
0,com.google.android.googlequicksearchbox,unknown,False,0,1.4453425,0.46341908,-0.3131615,0.108048886,0.3083646,1.8271993000000002,1530530000000.0,Sat,morn,0,1530530000000.0,medium,unknown
1,com.whatsapp,unknown,False,7,0.76646984,0.78031594,0.23571196,-0.052997623,0.26911125,0.98649204,1530530000000.0,Sat,morn,0,1530530000000.0,medium,unknown
1,com.whatsapp,msg,False,1,0.16680364,0.22932258,0.8752903000000001,0.5758502,1.3354304,0.36422932,1530530000000.0,Sat,morn,1,1530530000000.0,medium,unknown
1,com.whatsapp,unknown,False,8,0.8191010999999999,-0.13973022,-1.9508973000000005,0.8003513000000001,0.54002357,2.1095803,1530530000000.0,Sat,morn,0,1530530000000.0,medium,unknown
1,com.whatsapp,msg,False,9,0.90013754,0.4085138,-0.40706268,-0.109395534,0.5954599,1.7935919999999999,1530530000000.0,Sat,afternoon,0,1530530000000.0,short,unknown
1,com.snapchat.android,msg,True,3,1.6698157,0.8022366999999999,0.39953515,-0.2598386,0.6359286999999999,1.4046735000000001,1530530000000.0,Sat,afternoon,1,1530530000000.0,medium,unknown
1,com.whatsapp,unknown,False,5,0.012797738000000001,0.49635196,0.07475744,-0.11928508,0.31687109999999996,0.69132173,1530530000000.0,Sat,afternoon,0,1530540000000.0,short,unknown
1,com.whatsapp,msg,True,7,1.1140345,1.1593641000000001,-0.22748402,0.17504457,-0.05272645,1.8995765,1530540000000.0,Sat,afternoon,1,1530540000000.0,medium,unknown
1,com.whatsapp,unknown,True,2,1.2794986000000002,0.12065849,0.14482301,-0.28004640000000003,0.58912367,0.09461896,1530540000000.0,Sat,afternoon,1,1530540000000.0,medium,unknown
0,com.google.android.apps.maps,unknown,False,15,-0.10938273,2.036044,0.52190924,1.6169326000000002,-0.49590877,0.5134001,1530540000000.0,Sat,afternoon,-1,1530540000000.0,short,unknown
1,com.whatsapp,msg,True,5,-0.25978988,0.8241861999999999,0.12599441,0.21400191,0.9199188,1.3861516999999999,1530540000000.0,Sat,afternoon,1,1530540000000.0,medium,unknown
1,com.whatsapp,unknown,False,1,0.27118212,0.55685467,-0.34968793,0.35821286,1.1142945,1.2408328000000002,1530540000000.0,Sat,afternoon,1,1530540000000.0,medium,unknown
1,com.whatsapp,alarm,False,5,-0.05833862,1.1530452,0.07146784,-0.15711091,0.6240071999999999,2.1175132000000003,1530540000000.0,Sat,afternoon,0,1530540000000.0,long,unknown
1,com.freeletics.lite,msg,True,25,-0.052942975999999996,1.3263884,0.43936634,0.60019404,1.3993176,0.85015064,1530540000000.0,Sat,afternoon,1,1530540000000.0,short,unknown
0,com.google.android.googlequicksearchbox,unknown,False,11,0.58153486,-0.22801509999999997,-0.26527290000000003,0.12650298,-0.025737766000000002,0.95114136,1530540000000.0,Sat,afternoon,0,1530540000000.0,medium,unknown
0,com.google.android.googlequicksearchbox,unknown,False,1,0.6456295999999999,0.8915614,-0.06635217,0.03533794,0.44306985,1.2199055,1530540000000.0,Sat,afternoon,0,1530540000000.0,short,unknown
1,com.whatsapp,msg,True,9,1.180664,1.2287478,0.7831212,0.35091257,0.79927963,-0.2572026,1530540000000.0,Sat,afternoon,1,1530540000000.0,medium,unknown
1,com.whatsapp,unknown,False,10,-0.55823886,0.322965,-0.006557874,0.82163066,0.4800416,0.4893737,1530540000000.0,Sat,afternoon,1,1530540000000.0,medium,unknown
1,com.whatsapp,msg,False,3,0.88059825,0.38184807,-0.54288685,0.9619685,0.90596354,1.9437974999999998,1530540000000.0,Sat,afternoon,1,1530540000000.0,short,unknown
1,com.whatsapp,alarm,False,14,-0.75441,2.4648736,1.9791005000000002,-0.66637987,-0.7868509,0.5528982,1530540000000.0,Sat,afternoon,0,1530540000000.0,short,unknown
1,com.whatsapp,unknown,False,9,-0.97281057,1.902832,2.6309366,0.22394091,-0.079331696,-0.105189785,1530540000000.0,Sat,afternoon,0,1530540000000.0,short,unknown
1,com.whatsapp,msg,True,2,1.9971869999999998,0.6127153000000001,-0.12254833400000001,0.34676385,0.98104817,1.3101913,1530540000000.0,Sat,afternoon,0,1530540000000.0,short,unknown
0,com.facebook.orca,msg,False,12,0.98226404,1.3754278,1.1176502000000001,0.62696695,0.8268643,0.3262839,1530540000000.0,Sat,afternoon,1,1530550000000.0,long,unknown
1,com.whatsapp,msg,False,6,0.20622751,0.9988056999999999,0.9745308000000001,-0.43215410000000004,1.2195171999999999,0.59584016,1530540000000.0,Sat,afternoon,1,1530550000000.0,medium,unknown
1,com.whatsapp,msg,True,11,1.624945,-0.013402658999999999,-0.11283851,0.42756930000000004,0.31865737,0.6129918000000001,1530540000000.0,Sat,afternoon,1,1530540000000.0,medium,unknown
0,com.google.android.apps.maps,unknown,False,2,-0.2448808,1.5950902,0.8251546999999999,0.77244955,-0.96582663,-0.15417908,1530550000000.0,Sat,afternoon,-1,1530550000000.0,long,unknown
1,com.whatsapp,unknown,True,1,0.81781685,-0.4761351,-0.45201877,0.9762716999999999,0.6993196999999999,0.5112444,1530550000000.0,Sat,afternoon,1,1530550000000.0,medium,unknown
1,com.whatsapp,msg,False,7,0.9205129000000001,0.7898301999999999,0.28045946,0.07853993,1.0137641,1.0095367,1530550000000.0,Sat,afternoon,1,1530550000000.0,medium,unknown
1,com.snapchat.android,unknown,False,7,-0.58757883,0.8236434000000001,0.7690872,-0.4681922000000001,0.23749143,0.9860256,1530550000000.0,Sat,afternoon,0,1530550000000.0,short,unknown
1,com.whatsapp,msg,False,6,0.9638254,1.3803923999999999,-0.473078,0.8264693000000001,0.8477707,1.7626678,1530550000000.0,Sat,afternoon,1,1530550000000.0,medium,unknown
1,com.whatsapp,msg,False,23,1.3843864,0.9136907,1.1389949,0.50249535,0.9047597,-0.7709385,1530550000000.0,Sat,afternoon,1,1530550000000.0,medium,unknown
1,com.whatsapp,unknown,False,6,0.039080452,1.9255962,1.7707950000000001,0.2870413,-0.29094312,-0.2334201,1530550000000.0,Sat,afternoon,0,1530550000000.0,long,unknown
0,com.whatsapp,unknown,False,3,-0.36430684,2.15484,1.4472071000000002,-0.00742143,-0.81105894,-0.9752246999999999,1530550000000.0,Sat,afternoon,0,1530550000000.0,long,unknown
0,com.google.android.googlequicksearchbox,unknown,False,11,0.44544348,-0.088988185,1.2268255,-0.084586784,-0.77017087,-0.20017225,1530550000000.0,Sat,afternoon,0,1530550000000.0,short,unknown
0,com.facebook.orca,msg,False,23,-0.008953741999999999,1.4021173,1.9818695,-0.34970382,0.6386121,-0.16304573,1530550000000.0,Sat,evening,-2,1530560000000.0,long,unknown
1,com.whatsapp,unknown,False,1,2.3318715,0.53562784,0.40266955,0.90569276,0.24019857,-0.2603205,1530550000000.0,Sat,evening,1,1530550000000.0,short,unknown
1,com.whatsapp,unknown,False,3,0.8113616,1.2335833,-0.32381323,0.123271435,0.9619388000000001,1.4776758999999997,1530550000000.0,Sat,evening,0,1530550000000.0,short,unknown
0,com.whatsapp,unknown,False,8,0.90203017,1.1629071000000002,0.37699616,0.92200917,0.275436,0.13177232,1530550000000.0,Sat,evening,0,1530550000000.0,short,unknown
1,com.whatsapp,msg,False,1,-0.6944156,2.0647439999999997,0.68924636,-0.24758704,0.21894218,0.92859703,1530550000000.0,Sat,evening,1,1530550000000.0,medium,unknown
1,com.whatsapp,unknown,False,0,1.8949778999999998,1.1195225,1.519673,0.71148825,0.06570980000000001,0.29718247,1530550000000.0,Sat,evening,0,1530550000000.0,immediate,unknown
1,com.whatsapp,unknown,False,3,0.95856076,0.99316907,-0.88117933,0.4251735,0.5745441,1.4361207,1530560000000.0,Sat,evening,0,1530560000000.0,medium,unknown
1,com.whatsapp,msg,False,10,1.3776281000000001,0.4180974,-0.2663594,1.9348667000000002,0.43139259999999996,1.0138339,1530560000000.0,Sat,evening,1,1530560000000.0,medium,unknown
1,com.whatsapp,msg,True,21,0.7198865,0.1901454,-0.24198076,0.54797035,0.28224108,1.0130183000000001,1530560000000.0,Sat,evening,1,1530560000000.0,medium,unknown
1,com.google.android.googlequicksearchbox,unknown,False,3,0.19928563,0.19909507,0.12562925,-0.26223496,0.17751170000000002,2.0351274,1530560000000.0,Sat,evening,0,1530560000000.0,medium,unknown
0,com.whatsapp,unknown,False,1,1.5411428,1.5976865,0.42161056,0.8503561,-0.12963948,0.9539035,1530560000000.0,Sat,evening,0,1530560000000.0,short,unknown
0,com.whatsapp,unknown,False,14,0.7848025,0.49263477,-0.18433946,1.6705976999999999,0.7611563,2.008677,1530560000000.0,Sat,evening,0,1530560000000.0,short,unknown
1,com.whatsapp,unknown,False,15,1.6183216999999999,-0.07030732,-1.0797723999999995,1.2967053999999998,0.38852265,2.6522593,1530560000000.0,Sat,evening,0,1530560000000.0,medium,unknown
1,com.oneplus.deskclock,unknown,False,0,1.2445462,0.010814833999999999,1.5510476,0.5759714,0.28012672,0.5450568,1530560000000.0,Sat,evening,0,1530560000000.0,medium,unknown
1,com.whatsapp,unknown,False,4,0.46992847,-0.006516106,0.9716423000000001,0.4571263,-0.23856446,0.26933140000000005,1530560000000.0,Sat,evening,1,1530560000000.0,medium,unknown
0,com.whatsapp,unknown,False,4,-0.48933986,1.9585314999999999,1.378382,0.151323,0.47080562,-0.77560425,1530560000000.0,Sat,evening,0,1530560000000.0,immediate,unknown
1,com.whatsapp,unknown,False,9,0.16641608,2.6718773999999996,1.0753144,-0.13483673,-0.49015602,-0.9444832000000001,1530560000000.0,Sat,evening,1,1530560000000.0,long,unknown
1,com.whatsapp,msg,True,16,-0.13604726,1.5512346000000001,-0.5815604,1.0546253,1.1124277,0.8544103999999999,1530560000000.0,Sat,evening,1,1530560000000.0,medium,unknown
0,com.whatsapp,unknown,False,4,1.4767207,1.3337373,1.13626,0.88558125,-0.4219787999999999,0.18286802,1530560000000.0,Sat,evening,0,1530560000000.0,short,unknown
1,com.whatsapp,unknown,False,10,0.04542474,2.8297849,1.6661702,0.06420866,0.44608983,-1.0637958,1530560000000.0,Sat,evening,0,1530560000000.0,long,unknown
1,com.whatsapp,msg,False,8,0.7578279,0.99916595,-0.27192318,1.09023,0.50438595,0.41756505,1530560000000.0,Sat,evening,1,1530560000000.0,medium,unknown
1,com.whatsapp,msg,False,12,0.06078753,1.7893069,2.1481013,0.32152066,0.581348,-0.05537458,1530560000000.0,Sat,evening,0,1530560000000.0,medium,unknown
1,com.whatsapp,unknown,False,13,-0.4360451,2.1384716,0.44345429999999997,-0.13556787,-0.12910283,0.44477263,1530560000000.0,Sat,evening,1,1530560000000.0,medium,unknown
0,com.whatsapp,unknown,False,4,-0.044955800000000004,1.2388668999999999,0.18551489999999998,-0.1510481,-0.23148596,-0.02131303,1530560000000.0,Sat,evening,0,1530560000000.0,short,unknown
1,com.google.android.googlequicksearchbox,unknown,False,3,0.94441545,-0.030315228,-1.3728962,0.5425476,0.08014995,2.3359766,1530560000000.0,Sat,evening,0,1530560000000.0,medium,unknown
1,com.google.android.googlequicksearchbox,msg,True,18,0.7941842,-0.08565997,0.5306369000000001,-0.18958728,0.13517255,0.9002444,1530560000000.0,Sat,evening,1,1530560000000.0,medium,unknown
0,com.whatsapp,unknown,False,1,0.7857191,1.786144,0.3634571,0.2823198,-0.17826667,0.80417925,1530560000000.0,Sat,evening,0,1530560000000.0,immediate,unknown
0,com.whatsapp,unknown,False,11,1.2910194,-0.64721286,-1.7881001,0.71656936,0.26771194,2.155677,1530560000000.0,Sat,evening,0,1530560000000.0,medium,unknown
1,com.whatsapp,unknown,False,6,-0.07418097,1.5043483999999998,0.20002261,-0.38531950000000004,1.3380367,-0.10879046,1530560000000.0,Sat,evening,0,1530560000000.0,medium,unknown
0,com.facebook.orca,msg,False,9,0.024702681,1.208004,2.0039952000000003,-0.003429394,0.5271683000000001,0.79873866,1530560000000.0,Sat,evening,-2,1530560000000.0,immediate,unknown
1,com.whatsapp,msg,False,10,0.27811292,1.5693877,-0.011358133999999999,0.27465338,-0.10546069999999999,1.2824986,1530560000000.0,Sat,evening,1,1530560000000.0,medium,unknown
1,com.whatsapp,msg,True,8,0.8932805,1.5166520000000001,1.4770107,-0.50002897,1.2568396000000002,0.320812,1530560000000.0,Sat,evening,1,1530560000000.0,medium,unknown
1,com.whatsapp,unknown,False,19,1.9795598,0.59416527,0.58840007,1.3835007,0.12599441,0.18487136,1530560000000.0,Sat,evening,1,1530560000000.0,short,unknown
1,com.whatsapp,msg,False,14,0.37100320000000003,0.84524214,-0.1272166,1.2852143,0.78788126,1.740105,1530560000000.0,Sat,evening,1,1530560000000.0,short,unknown
1,com.whatsapp,msg,False,4,0.495543,0.8967813,-0.94091094,0.6714413,0.21801153,1.6561418999999995,1530560000000.0,Sat,evening,1,1530570000000.0,medium,unknown
